id,name,image,url,total_time,ingredients_text
1552,Lentil Harvest Bowl,https://cdn.pickuplimes.com/cache/be/ac/beac1273e44e1252652903a435991df2.jpg,https://www.pickuplimes.com/recipe/lentil-harvest-bowl-1552,PT01H00M," vegetable oil
1 small onion
&#189; tsp freshly grated ginger
&#8531; cup dry red lentils
1 medium tomato
&#8531; cup water
&#189; vegetable bouillon cube
5.82 oz firm tofu
1 Tbsp cornstarch
1 pinch salt
&#189; Tbsp vegetable oil
&#190; cup dry couscous
&#190; cup boiling water
&#189; vegetable bouillon cube
&#189; Tbsp vegetable oil
1 zucchini
 curry powder
&#188; tsp salt
1 carrot
1 roasted red bell pepper from a jar
&#189; cup hummus
1&#189; Tbsp sodium-reduced soy sauce
1 Tbsp white vinegar
1 pinch ground black pepper"
1556,Red Lentil Bolognese Pasta,https://cdn.pickuplimes.com/cache/44/76/447681471e0640091e762671cfa02cf6.jpg,https://www.pickuplimes.com/recipe/red-lentil-bolognese-pasta-1556,PT35M,"7.055 oz dry rigatoni
 vegetable oil
1 medium onion
 freshly grated ginger
&#8532; cup dry red lentils
2 medium tomato
1 carrot
1 vegetable bouillon cube
&#8532; cup water
 Italian seasoning
&#189; tsp garlic powder
&#189; cup vegan green pesto
2 cup fresh baby spinach"
894,Dan Dan Noodles,https://cdn.pickuplimes.com/cache/c9/b5/c9b5b7a063a862b5da97c936e566995b.jpg,https://www.pickuplimes.com/recipe/dan-dan-noodles-894,PT30M," Sichuan peppercorns
&#8531; cup Asian sesame paste
&#8531; cup hot water
2 Tbsp Chinese light soy sauce
2 Tbsp chili oil
1 Tbsp light brown sugar
1 Tbsp black rice vinegar
1 Tbsp vegetable oil
1&#190; cup veggie ground
&#188; cup preserved mustard greens (sui mi ya cai)
1 Tbsp black bean garlic sauce
&#189; Tbsp dark soy sauce
&#189; Tbsp Chinese rice cooking wine
 freshly grated ginger
4 head of baby bok choy
12.346 oz quick-cooking ramen noodles
2 Tbsp roasted unsalted peanuts
1 stalk green onion"
2279,Gochujang Tempeh Bowl,https://cdn.pickuplimes.com/cache/50/d2/50d25a701bca28b366f5e13a4e700af0.jpg,https://www.pickuplimes.com/recipe/gochujang-tempeh-bowl-2279,PT45M,"14.109 oz tempeh
2&#189; Tbsp vegetable oil
2 garlic clove
3 Tbsp gochujang
3 Tbsp sodium-reduced soy sauce
2 Tbsp light brown sugar
2 Tbsp rice vinegar
1 Tbsp toasted sesame oil
1 cup uncooked basmati rice
1&#189; Tbsp rice vinegar
1&#189; Tbsp sodium-reduced soy sauce
1&#189; Tbsp Asian sesame paste
1 Tbsp light brown sugar
 toasted sesame oil
1&#189; cup cooked shelled edamame
&#190; cucumber
1 cup shredded red cabbage
1 stalk green onion"
2417,Creamy Alfredo-Style High Protein Pasta,https://cdn.pickuplimes.com/cache/d2/cc/d2cc9be6e7e408ec1f399c4a320b30e7.jpg,https://www.pickuplimes.com/recipe/creamy-alfredo-style-high-protein-pasta-2417,PT35M,"8.818 oz firm tofu
&#189; cup raw cashews
3 cup unsweetened soy milk
&#8531; cup nutritional yeast flakes
2 vegetable bouillon cube
&#189; Tbsp cornstarch
&#189; Tbsp dried oregano
11.287 oz dry fettuccine noodles
&#189; Tbsp vegetable oil
1 large shallot
4 garlic clove
2 cup cooked butter beans
&#188; cup seasoned toasted breadcrumbs
&#188; cup fresh basil
2 Tbsp vegan parmesan"
1827,Seitan Doner Kebab,https://cdn.pickuplimes.com/cache/46/ef/46efbf1adf0bdde62f559e6d17a182c7.jpg,https://www.pickuplimes.com/recipe/seitan-doner-kebab-1827,PT27M,"14.109 oz seitan
1 Tbsp vegetable oil
 chicken spice mix
&#8531; cup unsweetened soy yogurt
1 Tbsp tahini
1 garlic clove
&#188; tsp salt
&#189; cup vegan mayonnaise
2 Tbsp fresh mint leaves
2 Tbsp fresh dill
 fresh lemon juice
 agave syrup
&#188; tsp salt
2 Tbsp ketchup
1 Tbsp harissa paste
 pomegranate molasses
1 Turkish pide bread
&#188; head iceberg lettuce
1 medium tomato
&#188; cucumber
&#188; small red onion
4 pickled pepperoncini peppers"
2442,Washed Flour Seitan,https://cdn.pickuplimes.com/cache/e0/5e/e05e172bbeb3eae71976bfc0c45512b5.jpg,https://www.pickuplimes.com/recipe/washed-flour-seitan-2442,PT03H00M,"7 cup bread flour
3 cup water
1 Tbsp vegetable oil
1 small onion
1 carrot
1 celery rib
2 garlic clove
6 cup water
&#188; cup sodium-reduced soy sauce
2 Tbsp miso paste
4 dried shiitake mushroom
 liquid smoke"
648,Toasted Seasoned Breadcrumbs,https://cdn.pickuplimes.com/cache/cc/09/cc09706e943d1a68fc6a19c9be938b95.jpg,https://www.pickuplimes.com/recipe/toasted-seasoned-breadcrumbs-648,PT07M,"1 Tbsp olive oil
&#189; cup panko breadcrumbs
 Italian seasoning
&#8539; tsp salt"
1850,Homemade Seitan - Mock Meat,https://cdn.pickuplimes.com/cache/8c/60/8c60c69347f12d6bb0e0dfc31a34f8e6.jpg,https://www.pickuplimes.com/recipe/homemade-seitan-mock-meat-1850,PT45M,"1 cup hot water
1 vegetable bouillon cube
&#189; Tbsp vegetable oil
 sodium-reduced soy sauce
 liquid smoke
1&#189; cup vital wheat gluten
&#188; cup chickpea flour
 onion powder
 garlic powder
 chicken spice mix
 paprika powder"
2005,Smashed Potato Salad,https://cdn.pickuplimes.com/cache/9a/83/9a836f5085261431addc48d2dfab44d3.jpg,https://www.pickuplimes.com/recipe/smashed-potato-salad-2005,PT01H25M,"35.273 oz baby potatoes
&#188; cup olive oil
 ground cumin
 onion powder
&#189; tsp paprika powder
&#189; tsp salt
&#190; cup unsweetened soy yogurt
&#189; cup vegan mayonnaise
1 lemon
1 garlic clove
 dijon mustard
&#189; Tbsp agave syrup
&#188; tsp salt
1 cucumber
&#189; small red onion
2 Tbsp fresh parsley
2 Tbsp fresh dill"
1446,Potato Pesto Salad,https://cdn.pickuplimes.com/cache/ce/c7/cec7b5c7108655b81b8ef4e5f296bcc8.jpg,https://www.pickuplimes.com/recipe/potato-pesto-salad-1446,PT55M,"29.982 oz baby potatoes
1&#190; cup cooked butter beans
1 Tbsp olive oil
 garlic powder
&#189; tsp onion powder
&#189; tsp salt
&#188; tsp ground black pepper
&#189; cup raw walnuts
&#189; cup raw pine nuts
2 cup arugula
1 cup fresh basil
&#8531; cup extra-virgin olive oil
&#8531; cup nutritional yeast flakes
2 garlic clove
2 lemon
&#189; tsp salt
7 small raw radish
2 stalk green onion
1&#8532; cup cherry tomatoes
&#188; cup sun-dried tomatoes in oil
2 cup arugula"
2004,Tangy Potato Salad,https://cdn.pickuplimes.com/cache/07/02/0702c456afa2e8f282858274e7e934b7.jpg,https://www.pickuplimes.com/recipe/tangy-potato-salad-2004,PT20M,"35.273 oz baby potatoes
1 cucumber
&#189; small red onion
&#8531; cup dried apricot
&#188; cup fresh dill
&#188; cup fresh parsley
2 preserved lemon slice
3 Tbsp roasted unsalted pistachios
&#188; cup extra-virgin olive oil
3 Tbsp red wine vinegar
1 Tbsp harissa sauce
&#189; Tbsp pomegranate molasses
&#189; Tbsp maple syrup
 ground turmeric
&#189; tsp ground cumin
&#189; tsp ground sumac
&#188; tsp salt"
441,Roasted Sweet Potato & Kale Salad,https://cdn.pickuplimes.com/cache/4d/16/4d165e7725b4c9d14cf6f121a5dea61e.jpg,https://www.pickuplimes.com/recipe/roasted-sweet-potato-kale-salad-441,PT45M,"3 medium sweet potato
1 medium red onion
4 garlic clove
 vegetable oil
 ground cumin
&#189; tsp paprika powder
&#188; tsp salt
1 pinch ground black pepper
4 cup kale
1 Tbsp extra-virgin olive oil
1&#189; cup cooked chickpeas
1 avocado
&#188; cup roasted unsalted almonds
1 lemon
6 fresh mint leaves
1 Tbsp extra-virgin olive oil
1 Tbsp apple cider vinegar
1 Tbsp maple syrup
&#189; tsp onion powder"
1846,Restaurant-Style Carbonara,https://cdn.pickuplimes.com/cache/8a/4c/8a4cfaa5c22a9e8452507a6ea3fa5ab0.jpg,https://www.pickuplimes.com/recipe/restaurant-style-carbonara-1846,PT50M,"14.109 oz firm tofu
3 Tbsp sodium-reduced soy sauce
1 Tbsp dark soy sauce
1 Tbsp maple syrup
1 Tbsp vegetable oil
&#189; tsp ground black pepper
&#189; tsp dried thyme
&#188; tsp garlic powder
&#188; tsp liquid smoke
14.109 oz dry spaghetti noodles
2 cup water
&#188; cup cornstarch
3 Tbsp nutritional yeast flakes
1&#189; Tbsp unsalted vegan butter
&#190; tsp salt
&#190; tsp garlic powder
&#188; tsp ground turmeric
 ground black pepper
&#190; tsp kala namak
2 Tbsp vegan parmesan
&#189; tsp ground black pepper
&#189; tsp kala namak"
1965,Creamy Red Pesto Gnocchi,https://cdn.pickuplimes.com/cache/91/2a/912a8de32b9057417785ffc8b33b9c93.jpg,https://www.pickuplimes.com/recipe/creamy-red-pesto-gnocchi-1965,PT25M,"&#189; Tbsp vegetable oil
1 medium shallot
2 garlic clove
1&#8532; cup canned whole peeled tomatoes
3 Tbsp vegan red pesto
&#8531; cup plain vegan cream cheese
&#188; tsp salt
&#8539; tsp ground black pepper
&#189; lemon
5&#189; cup uncooked vegan gnocchi
&#189; Tbsp vegetable oil"
488,Simple Vegan Parmesan,https://cdn.pickuplimes.com/cache/2d/6e/2d6e3d741fe9ed04050ac5d10da4c84f.jpg,https://www.pickuplimes.com/recipe/simple-vegan-parmesan-488,PT05M,"&#189; cup raw cashews
1&#189; Tbsp nutritional yeast flakes
&#188; tsp garlic powder
&#188; tsp onion powder
&#188; tsp salt"
1955,Spicy Gochujang Tomato Tofu,https://cdn.pickuplimes.com/cache/14/d8/14d83786cd860efc68d1fa007d74666b.jpg,https://www.pickuplimes.com/recipe/spicy-gochujang-tomato-tofu-1955,PT30M,"1 cup uncooked long-grain white rice
1 Tbsp vegetable oil
11.287 oz firm tofu
&#188; cup gochujang
5 garlic clove
3 Tbsp sodium-reduced soy sauce
2 Tbsp light brown sugar
3&#189; cup cherry tomatoes"
1954,Spinach & Feta Börek,https://cdn.pickuplimes.com/cache/89/e8/89e89a5adb37d44c14a3554b6a62cebd.jpg,https://www.pickuplimes.com/recipe/vegan-spinach-b%C3%B6rek-1954,PT50M,"&#189; Tbsp vegetable oil
12.346 oz firm tofu
2 Tbsp Greek seasoning mix
&#190; tsp salt
4 cup frozen spinach
2 Tbsp chickpea flour
&#188; cup water
8 square (20 cm) sheet of filo pastry
2 Tbsp unsalted vegan butter
3.88 oz vegan feta"
1953,Caramelized Grape & Chickpea Salad,https://cdn.pickuplimes.com/cache/77/2c/772c33a906963a46a690f452a7a6c80e.jpg,https://www.pickuplimes.com/recipe/caramelized-grape-chickpea-salad-1953,PT25M,"&#189; Tbsp vegetable oil
1&#189; cup red grapes
1&#189; cup cooked chickpeas
&#188; tsp salt
&#189; Tbsp vegetable oil
1&#189; cup croutons
6 cup lamb's lettuce
2 lemon
1&#189; Tbsp extra-virgin olive oil
1 Tbsp maple syrup
&#8539; tsp salt
1 pinch ground black pepper"
1952,Greek Seasoning Mix,https://cdn.pickuplimes.com/cache/8f/55/8f557d9e4ff5b6cf8a742d8ad53c80c0.jpg,https://www.pickuplimes.com/recipe/greek-seasoning-mix-1952,PT05M,"2 Tbsp dried oregano
1 Tbsp dried mint leaves
1 Tbsp garlic powder
1 Tbsp onion powder
1 Tbsp dried basil
1 Tbsp dried parsley
 paprika powder
 dried dill
 ground black pepper"
1447,Vegan Yakisoba,https://cdn.pickuplimes.com/cache/58/a4/58a40a58094c94b7aefb6991012a447c.jpg,https://www.pickuplimes.com/recipe/vegan-yakisoba-1447,PT40M,"7.055 oz dry yaki soba noodles
&#189; Tbsp vegetable oil
7.055 oz mock chicken pieces
&#189; Tbsp vegetable oil
3.351 oz shiitake mushrooms
1 small onion
1 carrot
2 cup shredded green cabbage
2 stalk green onion
1 cup fresh bean sprouts
3 Tbsp sodium-reduced soy sauce
3 Tbsp mushroom stir-fry sauce
3 Tbsp ketchup
1 Tbsp vegan Worcestershire sauce
 light brown sugar"
1852,Shredded BBQ Tofu Wrap,https://cdn.pickuplimes.com/cache/16/43/1643f7cce05dcf136602ce65d61151f8.jpg,https://www.pickuplimes.com/recipe/shredded-bbq-tofu-wrap-1852,PT35M,"15.873 oz firm tofu
1 Tbsp vegetable oil
4 garlic clove
&#189; tsp smoked sweet paprika powder
&#8531; cup uncooked white rice
1 stalk green onion
1&#189; cup shredded red cabbage
4 large soft tortilla
&#189; cup canned corn
1&#189; cup fresh spinach
&#8531; cup barbecue sauce
&#8531; cup vegan mayonnaise
1 Tbsp chipotle adobo sauce"
408,Aush - Persian Bean & Noodle Soup,https://cdn.pickuplimes.com/cache/1f/f2/1ff297f9ddc87747c813222edc141d99.jpg,https://www.pickuplimes.com/recipe/aush-bean-noodle-soup-408,PT09H40M,"&#189; cup dry chickpeas
&#189; cup dry kidney beans
&#189; cup dry brown lentils
&#189; cup dry mung beans
9 cup boiling water
&#8531; cup vegetable oil
2 medium yellow onion
&#189; tsp salt
8 garlic clove
1 Tbsp dried mint leaves
1&#189; tsp ground turmeric
3.527 oz flour noodles (reshteh)
1&#189; cup fresh parsley
1&#189; cup fresh cilantro
1&#189; cup fresh spinach
1 stalk green onion
1&#189; tsp salt
 dried fenugreek leaves
1 pinch ground black pepper
1&#188; cup unsweetened soy yogurt"
1761,Sun-Dried Tomato & Butter Bean Stew,https://cdn.pickuplimes.com/cache/b4/9a/b49ada63b5ccc0c30e6f076ff3e7e5f7.jpg,https://www.pickuplimes.com/recipe/sun-dried-tomato-and-butter-bean-stew-1761,PT25M,"1 Tbsp vegetable oil
1 large leek
3 garlic clove
&#189; tsp dried thyme
&#189; tsp dried rosemary
&#8531; cup sun-dried tomatoes in oil
1 Tbsp all-purpose flour
1&#188; cup water
1 vegetable bouillon cube
3 cup cooked butter beans
&#189; cup soy cooking cream
5 cup fresh spinach
2 Tbsp white wine vinegar
&#188; tsp ground black pepper
3 slice rustic bread"
1763,Butternut Squash & Chickpea Soup,https://cdn.pickuplimes.com/cache/43/ba/43ba11728c471bee2a3a2c90a2a99f90.jpg,https://www.pickuplimes.com/recipe/butternut-squash-chickpea-soup-1763,PT40M,"1 Tbsp curry powder
 garam masala
 ground coriander
 ground cumin
&#189; tsp ground turmeric
&#188; tsp chili flakes
1 Tbsp vegetable oil
1 medium onion
3 garlic clove
 freshly grated ginger
1 butternut squash
6 medium tomato
2 cup water
1 vegetable bouillon cube
2 cup cooked chickpeas
1&#8532; cup canned full-fat coconut milk"
1778,One-Pot Mac & Cheeze,https://cdn.pickuplimes.com/cache/02/8c/028cb19a9b2e491f1c281d900324a5f2.jpg,https://www.pickuplimes.com/recipe/one-pot-mac-cheeze-1778,PT20M,"1 cup water
1 cup unsweetened soy milk
1 cup dry macaroni pasta
1 vegetable bouillon cube
&#189; cup plain vegan cream cheese
&#188; cup nutritional yeast flakes
 dijon mustard
 apple cider vinegar
&#189; tsp onion powder
&#188; tsp ground turmeric"
1716,Christmas Rocky Road,https://cdn.pickuplimes.com/cache/cc/98/cc983c7a4faf81e882bc64916c8da127.jpg,https://www.pickuplimes.com/recipe/christmas-rocky-road-1716,PT03H25M,"8.818 oz dairy-free dark chocolate
4.233 oz unsalted vegan butter
2 Tbsp maple syrup
7.055 oz Biscoff speculoos cookies
1&#189; cup vegan marshmallow
&#189; cup dried cranberries
&#189; cup roasted salted pistachios
2 Tbsp roasted salted pistachios
2 Tbsp freeze-dried cranberries"
1724,Chocolate Peppermint Truffles,https://cdn.pickuplimes.com/cache/af/dd/afdd8707f123e23f0191762b74bd24fc.jpg,https://www.pickuplimes.com/recipe/chocolate-peppermint-truffles-1724,PT01H00M,"28 vegan Oreo cookie
3.527 oz plain vegan cream cheese
&#189; tsp peppermint extract
7.055 oz dairy-free dark chocolate
1 candy cane"
899,Vanilla Chai Spiced Latte Mix,https://cdn.pickuplimes.com/cache/e8/52/e852a82456535d4263352ea560f362c9.jpg,https://www.pickuplimes.com/recipe/vanilla-chai-spiced-latte-mix-899,PT05M,"&#8532; cup granulated sugar
&#8531; cup vanilla sugar
&#189; cup instant coffee granules
1 Tbsp ground cinnamon
 ground ginger
&#189; tsp ground cardamom
&#188; tsp ground cloves"
433,Vegan French Toast,https://cdn.pickuplimes.com/cache/fd/2d/fd2d7a50f557ed06b1164f01ae2ccb05.jpg,https://www.pickuplimes.com/recipe/vegan-french-toast-433,PT40M,"1&#8532; cup canned light coconut milk
2 Tbsp nutritional yeast flakes
1 Tbsp maple syrup
1 Tbsp ground flaxseeds
 ground cinnamon
 ground ginger
&#188; tsp ground cardamom
&#188; tsp ground turmeric
&#8539; tsp ground nutmeg
&#8539; tsp ground cloves
1 Tbsp vegetable oil
10 thick slice of day-old bread
1&#189; cup unsweetened coconut yogurt
2 cup fresh mixed berries
2 Tbsp maple syrup"
1572,Peanut & Chili Oil Cucumber Salad,https://cdn.pickuplimes.com/cache/31/a3/31a32577c5d000b18afa0aa4a1667468.jpg,https://www.pickuplimes.com/recipe/peanut-chili-oil-cucumber-salad-1572,PT25M,"9 mini cucumber
&#188; cup fresh cilantro
&#188; cup roasted unsalted peanuts
1 Tbsp toasted sesame seeds
3 Tbsp peanut butter
1 Tbsp sodium-reduced soy sauce
&#189; lime
 agave syrup
&#190; tsp garlic powder
1 Tbsp water
1 Tbsp crispy chili oil"
800,The Best Vegan Chow Mein,https://cdn.pickuplimes.com/cache/ed/82/ed82e2ccc8a13d9c2cc29bc5004d1cf4.jpg,https://www.pickuplimes.com/recipe/the-best-vegan-chow-mein-800,PT35M,"3 Tbsp dark soy sauce
2 Tbsp water
2 Tbsp toasted sesame oil
&#189; vegetable bouillon cube
 cornstarch
 agave syrup
 sriracha
 rice vinegar
&#189; Tbsp vegetable oil
1 cup mock chicken pieces
1 Tbsp vegetable oil
1 medium onion
2 garlic clove
5.291 oz vegan chow mein noodles
&#188; napa cabbage
2 carrot
1 head of bok choy"
1025,Berries & Cream Instant Oatmeal,https://cdn.pickuplimes.com/cache/7d/4f/7d4f5759c640387b687dfb5ff648374e.jpg,https://www.pickuplimes.com/recipe/berries-cream-instant-oatmeal-1025,PT08M,"&#8531; cup quick oats
&#8531; cup freeze-dried raspberries
1 Tbsp ground flaxseeds
1 Tbsp vanilla sugar
1 cup unsweetened soy milk
&#8531; cup unsweetened coconut yogurt
&#189; cup fresh mixed berries"
1528,Buffalo Chickpea Sandwich,https://cdn.pickuplimes.com/cache/73/92/739276a5d471689fa74948371e27e67e.jpg,https://www.pickuplimes.com/recipe/buffalo-chickpea-sandwich-1528,PT15M,"1&#189; cup cooked chickpeas
3 Tbsp cayenne pepper hot sauce
2 Tbsp vegan mayonnaise
1 celery rib
&#189; small red onion
1&#189; Tbsp chopped pickles
&#188; tsp garlic powder
&#189; cup vegan mayonnaise
2 Tbsp unsweetened soy milk
1 Tbsp ranch spice mix
&#188; lemon
6 slice rustic bread
3 butter lettuce leaf
1 large tomato"
1527,Creamy Kimchi Udon Noodles To-Go,https://cdn.pickuplimes.com/cache/fb/d3/fbd3c037cf60b10aaeef30e1b9a8c684.jpg,https://www.pickuplimes.com/recipe/creamy-kimchi-udon-noodles-to-go-1527,PT15M,"7.055 oz pre-cooked udon noodles
&#189; cup grated carrot
&#189; cup shredded green cabbage
2 Tbsp vegan kimchi
&#189; stalk green onion
&#189; cup cooked shelled edamame
1&#189; Tbsp vegan mayonnaise
&#189; Tbsp dark soy sauce
&#189; tsp toasted sesame oil"
1569,Cheesecake Dip,https://cdn.pickuplimes.com/cache/23/99/239969ae8bc366c826a22fdaea816976.jpg,https://www.pickuplimes.com/recipe/cheesecake-dip-1569,PT05M,"1&#189; cup cooked butter beans
&#188; cup cashew butter
&#188; cup plain vegan cream cheese
3 Tbsp maple syrup
 pure vanilla extract
1 pinch salt
2 cup fresh strawberries"
795,Stuffed Energy Balls,https://cdn.pickuplimes.com/cache/8b/97/8b97a256e46fabfbcdd8df688c76a078.jpg,https://www.pickuplimes.com/recipe/stuffed-energy-balls-795,PT15M,"1 cup soft dates
&#189; cup roasted unsalted cashews
2 Tbsp Dutch-processed cocoa powder
1 Tbsp toasted sesame seeds
1 Tbsp ground flaxseeds
1&#189; Tbsp peanut butter"
179,Golden Vegan Hot Chocolate,https://cdn.pickuplimes.com/cache/1f/8a/1f8a29072ab65fc16e25203116a13291.jpg,https://www.pickuplimes.com/recipe/golden-vegan-hot-chocolate-179,PT10M,"2 cup unsweetened soy milk
3 Medjool date
2 Tbsp Dutch-processed cocoa powder
 ground cinnamon
&#188; tsp ground turmeric
&#188; tsp pure vanilla extract
1 pinch ground nutmeg
1 pinch ground black pepper"
1448,Vegan 'Honey' Mustard Tofu Wraps,https://cdn.pickuplimes.com/cache/3e/4e/3e4e431703ab68a88c5a29a397a275eb.jpg,https://www.pickuplimes.com/recipe/vegan-honey-mustard-tofu-wraps-1448,PT55M,"15.873 oz firm tofu
&#188; cup cornstarch
2 Tbsp cold water
 sodium-reduced soy sauce
&#8532; cup panko breadcrumbs
2 Tbsp nutritional yeast flakes
&#189; tsp garlic powder
&#189; tsp smoked sweet paprika powder
2 Tbsp vegetable oil
&#8531; cup maple syrup
&#8531; cup dijon mustard
&#188; cup vegan mayonnaise
 apple cider vinegar
&#188; tsp salt
1 cup shredded red cabbage
1 cup shredded green cabbage
1 carrot
5 large soft tortilla
&#189; head butter lettuce
2 medium tomato"
